2026-03-16 19:51:11,"('center', 'down')","(0.4016083033106583, 0.3104530134930147)"
2026-03-16 19:51:11,"('center', 'down')","(0.4016083033106583, 0.3104530134930147)"
2026-03-16 19:51:11,"('center', 'down')","(0.4016083033106583, 0.3104530134930147)"
2026-03-16 19:51:12,"('center', 'up')","(0.3886851831248087, 0.28233144977673763)"
2026-03-16 19:51:12,"('center', 'up')","(0.3886851831248087, 0.28233144977673763)"
2026-03-16 19:51:12,"('center', 'up')","(0.3886851831248087, 0.28233144977673763)"
2026-03-16 19:51:13,"('center', 'up')","(0.45218251341672583, 0.2819291743086823)"
2026-03-16 19:51:13,"('center', 'up')","(0.45218251341672583, 0.2819291743086823)"
2026-03-16 19:51:14,"('center', 'up')","(0.45218251341672583, 0.2819291743086823)"
2026-03-16 19:51:14,"('center', 'up')","(0.467779274021768, 0.2779837822459422)"
2026-03-16 19:51:14,"('center', 'up')","(0.467779274021768, 0.2779837822459422)"
2026-03-16 19:51:14,"('center', 'up')","(0.467779274021768, 0.2779837822459422)"
2026-03-16 19:51:14,"('center', 'up')","(0.44082429841241516, 0.2789969136382546)"
2026-03-16 19:51:14,"('center', 'up')","(0.44082429841241516, 0.2789969136382546)"
2026-03-16 19:51:14,"('center', 'up')","(0.44082429841241516, 0.2789969136382546)"
2026-03-16 19:51:15,"('center', 'up')","(0.4739615310647898, 0.2840751801534144)"
2026-03-16 19:51:15,"('center', 'up')","(0.4739615310647898, 0.2840751801534144)"
2026-03-16 19:51:15,"('center', 'up')","(0.5047983526610663, 0.2828195666615214)"
2026-03-16 19:51:15,"('center', 'up')","(0.5047983526610663, 0.2828195666615214)"
2026-03-16 19:51:15,"('center', 'up')","(0.5040086435014755, 0.27695408616737405)"
2026-03-16 19:51:15,"('center', 'up')","(0.5040086435014755, 0.27695408616737405)"
2026-03-16 19:51:15,"('center', 'up')","(0.50671052790825, 0.2783982649581247)"
2026-03-16 19:51:15,"('center', 'up')","(0.5060511025775565, 0.2822353702892083)"
2026-03-16 19:51:15,"('center', 'up')","(0.5060511025775565, 0.2822353702892083)"
2026-03-16 19:51:15,"('center', 'up')","(0.48471298920377304, 0.2840540758492982)"
2026-03-16 19:51:15,"('center', 'up')","(0.48471298920377304, 0.2840540758492982)"
2026-03-16 19:51:16,"('center', 'down')","(0.4052275138135937, 0.3106096705684667)"
2026-03-16 19:51:16,"('center', 'down')","(0.4052275138135937, 0.3106096705684667)"
2026-03-16 19:51:16,"('center', 'down')","(0.41801918158295426, 0.3153182133448554)"
2026-03-16 19:51:16,"('center', 'down')","(0.41801918158295426, 0.3153182133448554)"
2026-03-16 19:51:16,"('center', 'down')","(0.4293814981600742, 0.3172201330558193)"
2026-03-16 19:51:16,"('center', 'down')","(0.4293814981600742, 0.3172201330558193)"
2026-03-16 19:51:16,"('center', 'down')","(0.43044484399700444, 0.32016102346990155)"
2026-03-16 19:51:16,"('center', 'down')","(0.43508818543401606, 0.3257613970469958)"
2026-03-16 19:51:16,"('center', 'down')","(0.43508818543401606, 0.3257613970469958)"
2026-03-16 19:51:16,"('center', 'down')","(0.43508818543401606, 0.3257613970469958)"
2026-03-16 19:51:16,"('center', 'down')","(0.43383223049625685, 0.32931623827558865)"
2026-03-16 19:51:16,"('center', 'down')","(0.4092969812576504, 0.3179065491917727)"
2026-03-16 19:51:16,"('center', 'down')","(0.4092969812576504, 0.3179065491917727)"
2026-03-16 19:51:16,"('center', 'down')","(0.4092969812576504, 0.3179065491917727)"
2026-03-16 19:51:17,"('center', 'down')","(0.34282684421978404, 0.31569015543142265)"
2026-03-16 19:51:17,"('center', 'down')","(0.34282684421978404, 0.31569015543142265)"
2026-03-16 19:51:17,"('center', 'down')","(0.3275540844703994, 0.3154400443280863)"
2026-03-16 19:51:17,"('center', 'down')","(0.3275540844703994, 0.3154400443280863)"
2026-03-16 19:51:17,"('left', 'down')","(0.29013668413028215, 0.31705735480790226)"
2026-03-16 19:51:17,"('left', 'down')","(0.29013668413028215, 0.31705735480790226)"
2026-03-16 19:51:17,"('center', 'down')","(0.3016586500948223, 0.3153506290987041)"
2026-03-16 19:51:17,"('center', 'down')","(0.3492188228025266, 0.3198889527367332)"
2026-03-16 19:51:17,"('center', 'down')","(0.3492188228025266, 0.3198889527367332)"
2026-03-16 19:51:17,"('center', 'down')","(0.3508729117400521, 0.31998597033015613)"
2026-03-16 19:51:17,"('center', 'down')","(0.3508729117400521, 0.31998597033015613)"
2026-03-16 19:51:18,"('center', 'down')","(0.5614690630369547, 0.317714929941456)"
2026-03-16 19:51:18,"('center', 'down')","(0.5573254951740407, 0.31172012829130097)"
2026-03-16 19:51:18,"('center', 'down')","(0.5573254951740407, 0.31172012829130097)"
2026-03-16 19:51:18,"('center', 'down')","(0.5486730749491576, 0.3152517709049135)"
2026-03-16 19:51:18,"('center', 'down')","(0.5486730749491576, 0.3152517709049135)"
2026-03-16 19:51:18,"('center', 'down')","(0.5523537438694966, 0.3175753021005246)"
2026-03-16 19:51:18,"('center', 'down')","(0.5523537438694966, 0.3175753021005246)"
2026-03-16 19:51:18,"('center', 'down')","(0.5477527742732697, 0.3170304631610672)"
2026-03-16 19:51:18,"('center', 'down')","(0.5477527742732697, 0.3170304631610672)"
2026-03-17 20:12:09,"('center', 'up')","(0.48582685367907935, 0.2454906047959738)"
2026-03-17 20:12:09,"('center', 'up')","(0.48582685367907935, 0.2454906047959738)"
2026-03-17 20:12:09,"('center', 'up')","(0.48313930741412214, 0.25044270973311333)"
2026-03-17 20:12:09,"('center', 'up')","(0.4661171757994799, 0.25232194817602654)"
2026-03-17 20:12:09,"('center', 'up')","(0.4661171757994799, 0.25232194817602654)"
2026-03-17 20:12:09,"('center', 'up')","(0.43490385677337434, 0.261758350368554)"
2026-03-17 20:12:09,"('center', 'up')","(0.4056251523378154, 0.2662351694644695)"
2026-03-17 20:12:09,"('center', 'up')","(0.4194356135855103, 0.2607917252881876)"
2026-03-17 20:12:09,"('center', 'up')","(0.4194356135855103, 0.2607917252881876)"
2026-03-17 20:12:09,"('center', 'up')","(0.4431098371094087, 0.25342997126935807)"
2026-03-17 20:12:09,"('center', 'up')","(0.4431098371094087, 0.25342997126935807)"
2026-03-17 20:12:09,"('center', 'up')","(0.40585295849424935, 0.26121152189895014)"
2026-03-17 20:12:09,"('center', 'up')","(0.40585295849424935, 0.26121152189895014)"
2026-03-17 20:12:09,"('center', 'up')","(0.40449375168202933, 0.26861787788758046)"
2026-03-17 20:12:09,"('center', 'up')","(0.4033314508465891, 0.26593153501781025)"
2026-03-17 20:12:09,"('center', 'up')","(0.4033314508465891, 0.26593153501781025)"
2026-03-17 20:12:09,"('center', 'up')","(0.4024184909369715, 0.2599960318847422)"
2026-03-17 20:12:09,"('center', 'up')","(0.4024184909369715, 0.2599960318847422)"
2026-03-17 20:12:09,"('center', 'up')","(0.41756515077128425, 0.2637142287468969)"
2026-03-17 20:12:09,"('center', 'up')","(0.4546378440181993, 0.2627834491355385)"
2026-03-17 20:12:09,"('center', 'up')","(0.4546378440181993, 0.2627834491355385)"
2026-03-17 20:12:09,"('center', 'up')","(0.43249307284443744, 0.2615477826560537)"
2026-03-17 20:12:09,"('center', 'up')","(0.444483325379491, 0.26933014409553013)"
2026-03-17 20:12:09,"('center', 'up')","(0.444483325379491, 0.26933014409553013)"
2026-03-17 20:12:09,"('center', 'up')","(0.40898693080378723, 0.24588866240287371)"
2026-03-17 20:12:09,"('center', 'up')","(0.40898693080378723, 0.24588866240287371)"
2026-03-17 20:12:09,"('center', 'up')","(0.4149270493199495, 0.2638438226155778)"
2026-03-17 20:12:09,"('center', 'up')","(0.4149270493199495, 0.2638438226155778)"
2026-03-17 20:12:09,"('center', 'up')","(0.40666358120631974, 0.2619263757981455)"
2026-03-17 20:12:09,"('center', 'up')","(0.40666358120631974, 0.2619263757981455)"
2026-03-17 20:12:10,"('center', 'up')","(0.42816072940051875, 0.26976579695931857)"
